cntry,year,sex,e0,edagger,kentro
GRC,2008,male,77.48,11.33,1.92
GRC,2009,female,83.18,9.09,2.21
GRC,2009,male,77.49,11.46,1.91
GRC,2010,female,83.17,9.10,2.21
GRC,2010,male,77.88,11.41,1.92
GRC,2011,female,83.36,9.07,2.22
GRC,2011,male,77.88,11.36,1.92
GRC,2012,female,83.19,8.89,2.24
GRC,2012,male,77.82,11.30,1.93
GRC,2013,female,83.67,9.01,2.23
GRC,2013,male,78.44,11.38,1.93
HUN,1950,female,64.25,17.49,1.30
HUN,1950,male,59.85,19.10,1.14
HUN,1951,female,64.74,16.81,1.35
HUN,1951,male,60.13,18.31,1.19
HUN,1952,female,66.24,15.46,1.45
HUN,1952,male,61.74,17.01,1.29
HUN,1953,female,65.87,15.30,1.46
HUN,1953,male,61.77,16.83,1.30
HUN,1954,female,67.28,14.53,1.53
HUN,1954,male,63.48,16.03,1.38
HUN,1955,female,68.74,14.42,1.56
HUN,1955,male,64.89,15.92,1.40
HUN,1956,female,68.44,14.32,1.56
HUN,1956,male,63.57,16.36,1.36
HUN,1957,female,68.58,14.22,1.57
HUN,1957,male,64.14,16.02,1.39
HUN,1958,female,69.45,14.04,1.60
HUN,1958,male,65.29,15.75,1.42
HUN,1959,female,69.51,13.61,1.63
HUN,1959,male,65.04,15.15,1.46
HUN,1960,female,70.17,13.28,1.66
HUN,1960,male,65.92,14.71,1.50
HUN,1961,female,71.19,13.12,1.69
HUN,1961,male,66.76,14.64,1.52
HUN,1962,female,70.14,13.01,1.68
HUN,1962,male,65.68,14.44,1.51
HUN,1963,female,71.21,13.14,1.69
HUN,1963,male,66.62,14.61,1.52
HUN,1964,female,71.85,12.67,1.74
HUN,1964,male,67.00,14.31,1.54
HUN,1965,female,71.53,12.45,1.75
HUN,1965,male,66.70,13.96,1.56
HUN,1966,female,72.23,12.70,1.74
HUN,1966,male,67.50,14.18,1.56
HUN,1967,female,72.04,12.49,1.75
HUN,1967,male,66.87,14.15,1.55
HUN,1968,female,71.94,12.30,1.77
HUN,1968,male,66.63,13.91,1.57
HUN,1969,female,72.05,12.48,1.75
HUN,1969,male,66.67,13.84,1.57
HUN,1970,female,72.09,12.25,1.77
HUN,1970,male,66.31,14.03,1.55
HUN,1971,female,72.08,12.38,1.76
HUN,1971,male,66.12,14.09,1.55
HUN,1972,female,72.61,12.32,1.77
HUN,1972,male,66.83,13.97,1.57
HUN,1973,female,72.55,12.25,1.78
HUN,1973,male,66.63,13.91,1.57
HUN,1974,female,72.27,12.62,1.74
HUN,1974,male,66.35,14.21,1.54
HUN,1975,female,72.45,12.25,1.78
HUN,1975,male,66.28,13.97,1.56
HUN,1976,female,72.61,12.13,1.79
HUN,1976,male,66.69,13.61,1.59
HUN,1977,female,73.10,11.95,1.81
HUN,1977,male,66.76,13.56,1.59
HUN,1978,female,72.83,11.73,1.83
HUN,1978,male,66.15,13.52,1.59
HUN,1979,female,73.18,11.91,1.82
HUN,1979,male,66.23,13.68,1.58
HUN,1980,female,72.76,11.86,1.81
HUN,1980,male,65.52,13.61,1.57
HUN,1981,female,72.92,11.88,1.81
HUN,1981,male,65.48,13.70,1.56
HUN,1982,female,73.20,11.73,1.83
HUN,1982,male,65.63,13.59,1.57
HUN,1983,female,72.97,11.76,1.83
HUN,1983,male,65.05,13.73,1.56
HUN,1984,female,73.13,11.92,1.81
HUN,1984,male,64.98,13.86,1.55
HUN,1985,female,73.01,11.96,1.81
HUN,1985,male,64.96,13.89,1.54
HUN,1986,female,73.15,11.83,1.82
HUN,1986,male,65.19,13.82,1.55
HUN,1987,female,73.70,11.74,1.84
HUN,1987,male,65.56,13.81,1.56
HUN,1988,female,73.98,11.76,1.84
HUN,1988,male,65.99,13.70,1.57
HUN,1989,female,73.72,11.89,1.82
HUN,1989,male,65.23,13.90,1.55
HUN,1990,female,73.78,11.85,1.83
HUN,1990,male,65.15,13.95,1.54
HUN,1991,female,73.96,11.88,1.83
HUN,1991,male,65.10,14.07,1.53
HUN,1992,female,73.94,11.88,1.83
HUN,1992,male,64.66,14.09,1.52
HUN,1993,female,73.99,11.84,1.83
HUN,1993,male,64.66,13.96,1.53
HUN,1994,female,74.46,11.72,1.85
HUN,1994,male,65.00,13.99,1.54
HUN,1995,female,74.74,11.62,1.86
HUN,1995,male,65.43,13.86,1.55
HUN,1996,female,75.00,11.39,1.88
HUN,1996,male,66.29,13.49,1.59
HUN,1997,female,75.47,11.39,1.89
HUN,1997,male,66.65,13.49,1.60
HUN,1998,female,75.55,11.36,1.89
HUN,1998,male,66.45,13.62,1.59
HUN,1999,female,75.54,11.19,1.91
HUN,1999,male,66.70,13.42,1.60
HUN,2000,female,76.08,11.32,1.91
HUN,2000,male,67.53,13.45,1.61
HUN,2001,female,76.61,11.15,1.93
HUN,2001,male,68.23,13.30,1.64
HUN,2002,female,76.75,11.14,1.93
HUN,2002,male,68.34,13.21,1.64
HUN,2003,female,76.73,11.04,1.94
HUN,2003,male,68.38,13.07,1.65
HUN,2004,female,77.19,11.03,1.95
HUN,2004,male,68.73,13.19,1.65
HUN,2005,female,77.15,10.95,1.95
HUN,2005,male,68.68,13.10,1.66
HUN,2006,female,77.65,10.99,1.96
HUN,2006,male,69.16,13.16,1.66
HUN,2007,female,77.63,11.07,1.95
HUN,2007,male,69.35,13.05,1.67
HUN,2008,female,78.08,10.98,1.96
HUN,2008,male,69.92,12.99,1.68
HUN,2009,female,78.23,10.98,1.96
HUN,2009,male,70.21,12.87,1.70
IRL,1950,female,66.74,15.52,1.46
IRL,1950,male,64.50,15.76,1.41
IRL,1951,female,66.11,14.74,1.50
IRL,1951,male,63.51,15.37,1.42
IRL,1952,female,68.69,14.87,1.53
IRL,1952,male,65.77,15.19,1.47
IRL,1953,female,69.22,14.40,1.57
IRL,1953,male,66.69,14.69,1.51
IRL,1954,female,69.70,13.82,1.62
IRL,1954,male,66.46,14.49,1.52
IRL,1955,female,69.65,13.47,1.64
IRL,1955,male,66.48,14.06,1.55
IRL,1956,female,70.72,13.42,1.66
IRL,1956,male,67.34,14.16,1.56
IRL,1957,female,70.64,13.36,1.67
IRL,1957,male,67.49,13.96,1.58
IRL,1958,female,71.13,13.04,1.70
IRL,1958,male,67.57,13.78,1.59
IRL,1959,female,71.42,12.97,1.71
IRL,1959,male,67.60,13.68,1.60
IRL,1960,female,71.99,12.86,1.72
IRL,1960,male,68.48,13.53,1.62
IRL,1961,female,71.60,12.70,1.73
IRL,1961,male,67.85,13.34,1.63
IRL,1962,female,72.11,12.60,1.74
IRL,1962,male,67.97,13.43,1.62
IRL,1963,female,72.26,12.38,1.76
IRL,1963,male,68.29,13.19,1.64
IRL,1964,female,72.59,12.61,1.75
IRL,1964,male,68.49,13.38,1.63
IRL,1965,female,72.94,12.27,1.78
IRL,1965,male,68.55,13.09,1.66
IRL,1966,female,72.44,12.16,1.78
IRL,1966,male,68.10,12.75,1.68
IRL,1967,female,73.52,12.27,1.79
IRL,1967,male,69.08,13.15,1.66
IRL,1968,female,73.27,12.05,1.81
IRL,1968,male,68.72,12.80,1.68
IRL,1969,female,73.08,12.13,1.80
IRL,1969,male,68.72,12.63,1.69
IRL,1970,female,73.33,12.12,1.80
IRL,1970,male,68.58,12.71,1.69
IRL,1971,female,74.18,11.86,1.83
IRL,1971,male,69.29,12.80,1.69
IRL,1972,female,73.57,11.84,1.83
IRL,1972,male,68.59,12.68,1.69
IRL,1973,female,73.88,11.74,1.84
IRL,1973,male,68.72,12.63,1.69
IRL,1974,female,73.84,11.52,1.86
IRL,1974,male,68.64,12.59,1.70
IRL,1975,female,74.46,11.59,1.86
IRL,1975,male,69.17,12.60,1.70
IRL,1976,female,74.47,11.32,1.88
IRL,1976,male,69.36,12.18,1.74
IRL,1977,female,74.63,11.45,1.87
IRL,1977,male,69.49,12.21,1.74
IRL,1978,female,74.77,11.39,1.88
IRL,1978,male,69.35,12.32,1.73
IRL,1979,female,75.29,11.21,1.90
IRL,1979,male,69.39,12.19,1.74
IRL,1980,female,75.38,11.18,1.91
IRL,1980,male,69.93,11.96,1.77
IRL,1981,female,75.88,11.00,1.93
IRL,1981,male,70.16,11.90,1.77
IRL,1982,female,76.09,11.10,1.93
IRL,1982,male,70.47,11.83,1.78
IRL,1983,female,76.21,10.88,1.95
IRL,1983,male,70.40,11.77,1.79
IRL,1984,female,76.56,10.92,1.95
IRL,1984,male,70.92,11.63,1.81
IRL,1985,female,76.62,10.69,1.97
IRL,1985,male,70.75,11.41,1.82
IRL,1986,female,76.62,10.59,1.98
IRL,1986,male,70.84,11.28,1.84
IRL,1987,female,77.35,10.59,1.99
IRL,1987,male,71.65,11.35,1.84
IRL,1988,female,77.32,10.66,1.98
IRL,1988,male,71.71,11.41,1.84
IRL,1989,female,77.30,10.52,1.99
IRL,1989,male,71.77,11.41,1.84
IRL,1990,female,77.72,10.63,1.99
IRL,1990,male,72.13,11.25,1.86
IRL,1991,female,77.90,10.44,2.01
IRL,1991,male,72.29,11.40,1.85
IRL,1992,female,78.29,10.45,2.01
IRL,1992,male,72.68,11.18,1.87
IRL,1993,female,78.17,10.21,2.04
IRL,1993,male,72.56,11.03,1.88
IRL,1994,female,78.66,10.18,2.05
IRL,1994,male,73.06,11.09,1.89
IRL,1995,female,78.32,10.31,2.03
IRL,1995,male,72.77,11.02,1.89
IRL,1996,female,78.73,10.12,2.05
IRL,1996,male,73.10,11.06,1.89
IRL,1997,female,78.69,10.34,2.03
IRL,1997,male,73.38,11.08,1.89
IRL,1998,female,79.10,10.11,2.06
IRL,1998,male,73.40,11.17,1.88
IRL,1999,female,78.85,10.03,2.06
IRL,1999,male,73.43,10.97,1.90
IRL,2000,female,79.20,10.11,2.06
IRL,2000,male,73.94,11.12,1.89
IRL,2001,female,79.79,10.19,2.06
IRL,2001,male,74.50,11.01,1.91
IRL,2002,female,80.30,9.89,2.09
IRL,2002,male,74.97,10.98,1.92
IRL,2003,female,80.58,9.89,2.10
IRL,2003,male,75.65,10.81,1.95
IRL,2004,female,81.01,9.88,2.10
IRL,2004,male,76.03,10.78,1.95
IRL,2005,female,81.43,9.90,2.11
IRL,2005,male,77.06,10.56,1.99
IRL,2006,female,81.54,9.69,2.13
IRL,2006,male,76.79,10.62,1.98
IRL,2007,female,81.86,9.80,2.12
IRL,2007,male,77.25,10.66,1.98
IRL,2008,female,82.06,9.77,2.13
IRL,2008,male,77.47,10.78,1.97
IRL,2009,female,82.43,9.82,2.13
IRL,2009,male,77.66,10.76,1.98
IRL,2010,female,82.77,9.63,2.15
IRL,2010,male,78.26,10.67,1.99
IRL,2011,female,82.78,9.64,2.15
IRL,2011,male,78.45,10.69,1.99
IRL,2012,female,82.86,9.56,2.16
IRL,2012,male,78.57,10.45,2.02
IRL,2013,female,82.81,9.36,2.18
IRL,2013,male,78.69,10.42,2.02
IRL,2014,female,83.21,9.55,2.17
IRL,2014,male,79.16,10.57,2.01
ISL,1838,female,34.23,29.28,0.16
ISL,1838,male,30.56,28.63,0.07
ISL,1839,female,29.41,29.99,-0.02
ISL,1839,male,26.48,27.52,-0.04
ISL,1840,female,32.61,30.64,0.06
ISL,1840,male,31.24,29.95,0.04
ISL,1841,female,41.94,28.50,0.39
ISL,1841,male,38.55,29.57,0.27
ISL,1842,female,45.14,26.51,0.53
ISL,1842,male,35.58,27.00,0.28
ISL,1843,female,28.21,24.60,0.14
ISL,1843,male,22.76,25.02,-0.09
ISL,1844,female,44.96,28.99,0.44
ISL,1844,male,40.81,28.75,0.35
ISL,1845,female,43.82,28.00,0.45
ISL,1845,male,39.03,28.63,0.31
ISL,1846,female,18.82,29.68,-0.46
ISL,1846,male,17.86,30.33,-0.53
ISL,1847,female,36.00,34.43,0.04
ISL,1847,male,30.10,32.56,-0.08
ISL,1848,female,44.54,29.40,0.42
ISL,1848,male,38.45,30.95,0.22
ISL,1849,female,39.86,32.11,0.22
ISL,1849,male,34.56,32.56,0.06
ISL,1850,female,38.29,32.59,0.16
ISL,1850,male,35.00,32.92,0.06
ISL,1851,female,32.84,30.99,0.06
ISL,1851,male,27.54,29.15,-0.06
ISL,1852,female,43.70,29.88,0.38
ISL,1852,male,40.45,28.33,0.36
ISL,1853,female,52.22,27.41,0.64
ISL,1853,male,45.08,27.02,0.51
ISL,1854,female,47.17,27.98,0.52
ISL,1854,male,39.35,27.22,0.37
ISL,1855,female,41.17,25.51,0.48
ISL,1855,male,35.33,26.51,0.29
ISL,1856,female,46.56,28.84,0.48
ISL,1856,male,38.40,28.88,0.29
ISL,1857,female,42.96,30.89,0.33
ISL,1857,male,36.17,29.40,0.21
ISL,1858,female,36.67,29.87,0.21
ISL,1858,male,33.00,28.50,0.15
ISL,1859,female,31.75,28.45,0.11
ISL,1859,male,27.79,26.09,0.06
ISL,1860,female,21.46,26.99,-0.23
ISL,1860,male,18.21,24.34,-0.29
ISL,1861,female,29.28,29.53,-0.01
ISL,1861,male,25.01,27.72,-0.10
ISL,1862,female,28.41,26.44,0.07
ISL,1862,male,25.55,26.08,-0.02
ISL,1863,female,39.18,26.88,0.38
ISL,1863,male,31.77,23.86,0.29
ISL,1864,female,38.75,27.90,0.33
ISL,1864,male,31.27,26.90,0.15
ISL,1865,female,37.23,27.66,0.30
ISL,1865,male,31.33,26.78,0.16
ISL,1866,female,28.86,25.27,0.13
ISL,1866,male,25.61,23.82,0.07
ISL,1867,female,42.70,28.71,0.40
ISL,1867,male,32.91,28.71,0.14
ISL,1868,female,38.66,28.60,0.30
ISL,1868,male,30.90,28.05,0.10
ISL,1869,female,30.10,28.68,0.05
ISL,1869,male,26.04,27.54,-0.06
ISL,1870,female,42.51,26.72,0.46
ISL,1870,male,34.46,26.83,0.25
ISL,1871,female,38.15,28.61,0.29
ISL,1871,male,32.19,28.11,0.14
ISL,1872,female,25.88,30.57,-0.17
ISL,1872,male,24.34,28.18,-0.15
ISL,1873,female,38.55,25.47,0.41
ISL,1873,male,34.72,25.47,0.31
ISL,1874,female,41.99,28.88,0.37
ISL,1874,male,37.28,28.61,0.26
ISL,1875,female,40.02,29.98,0.29
ISL,1875,male,33.27,28.54,0.15
ISL,1876,female,43.12,27.99,0.43
ISL,1876,male,37.40,28.26,0.28
ISL,1877,female,48.42,25.98,0.62
ISL,1877,male,40.98,26.44,0.44
ISL,1878,female,44.82,26.49,0.53
ISL,1878,male,38.47,27.08,0.35
ISL,1879,female,44.77,24.87,0.59
ISL,1879,male,35.04,23.12,0.42
ISL,1880,female,44.73,26.43,0.53
ISL,1880,male,39.91,27.30,0.38
ISL,1881,female,37.22,30.15,0.21
ISL,1881,male,34.28,28.38,0.19
ISL,1882,female,18.83,27.65,-0.38
ISL,1882,male,16.76,27.37,-0.49
ISL,1883,female,32.53,29.26,0.11
ISL,1883,male,28.09,27.48,0.02
ISL,1884,female,45.51,27.38,0.51
ISL,1884,male,38.93,27.03,0.36
ISL,1885,female,48.83,25.34,0.66
ISL,1885,male,42.25,27.12,0.44
ISL,1886,female,47.25,24.71,0.65
ISL,1886,male,42.81,26.59,0.48
ISL,1887,female,44.56,25.12,0.57
ISL,1887,male,37.00,24.76,0.40
ISL,1888,female,51.08,23.86,0.76
ISL,1888,male,42.79,24.18,0.57
ISL,1889,female,54.39,22.11,0.90
ISL,1889,male,50.44,21.97,0.83
ISL,1890,female,38.90,27.18,0.36
ISL,1890,male,34.27,26.92,0.24
ISL,1891,female,46.10,27.21,0.53
ISL,1891,male,48.80,23.76,0.72
ISL,1892,female,55.53,21.56,0.95
ISL,1892,male,49.87,22.74,0.79
ISL,1893,female,57.13,20.69,1.02
ISL,1893,male,48.27,23.50,0.72
ISL,1894,female,49.24,20.35,0.88
ISL,1894,male,40.73,22.11,0.61
ISL,1895,female,54.62,24.13,0.82
ISL,1895,male,50.40,24.43,0.72
ISL,1896,female,56.04,23.54,0.87
ISL,1896,male,50.39,23.70,0.75
ISL,1897,female,50.73,25.15,0.70
ISL,1897,male,46.13,24.16,0.65
ISL,1898,female,47.70,24.84,0.65
ISL,1898,male,40.83,24.75,0.50
ISL,1899,female,53.52,21.99,0.89
ISL,1899,male,46.21,22.20,0.73
ISL,1900,female,49.61,23.16,0.76
ISL,1900,male,43.72,23.44,0.62
ISL,1901,female,56.44,21.91,0.95
ISL,1901,male,49.54,22.84,0.77
ISL,1902,female,51.84,25.23,0.72
ISL,1902,male,49.29,24.44,0.70
ISL,1903,female,49.78,26.47,0.63
ISL,1903,male,47.54,25.27,0.63
ISL,1904,female,54.96,22.10,0.91
ISL,1904,male,50.23,22.02,0.82
ISL,1905,female,52.94,22.47,0.86
ISL,1905,male,46.24,23.14,0.69
ISL,1906,female,59.15,21.17,1.03
ISL,1906,male,48.45,23.16,0.74
ISL,1907,female,52.35,24.12,0.77
ISL,1907,male,47.09,24.15,0.67
ISL,1908,female,48.91,25.69,0.64
ISL,1908,male,42.77,26.63,0.47
ISL,1909,female,52.95,24.59,0.77
ISL,1909,male,51.56,24.13,0.76
ISL,1910,female,54.60,23.00,0.86
ISL,1910,male,50.57,22.63,0.80
ISL,1911,female,58.11,21.75,0.98
ISL,1911,male,52.68,22.99,0.83
ISL,1912,female,59.39,20.02,1.09
ISL,1912,male,52.67,22.18,0.87
ISL,1913,female,61.23,19.25,1.16
ISL,1913,male,56.56,21.00,0.99
ISL,1914,female,55.51,21.99,0.93
ISL,1914,male,48.35,23.31,0.73
ISL,1915,female,56.50,21.46,0.97
ISL,1915,male,50.75,21.30,0.87
ISL,1916,female,58.57,20.31,1.06
ISL,1916,male,50.58,22.93,0.79
ISL,1917,female,61.51,19.07,1.17
ISL,1917,male,56.39,20.62,1.01
ISL,1918,female,52.73,22.50,0.85
ISL,1918,male,49.41,22.46,0.79
ISL,1919,female,60.42,19.86,1.11
ISL,1919,male,56.39,20.24,1.02
ISL,1920,female,56.34,22.41,0.92
ISL,1920,male,52.64,22.14,0.87
ISL,1921,female,58.04,19.76,1.08
ISL,1921,male,50.51,21.23,0.87
ISL,1922,female,60.91,20.18,1.10
ISL,1922,male,53.14,21.19,0.92
ISL,1923,female,60.74,19.06,1.16
ISL,1923,male,54.60,20.38,0.99
ISL,1924,female,57.66,21.31,1.00
ISL,1924,male,50.50,22.02,0.83
ISL,1925,female,59.70,20.74,1.06
ISL,1925,male,56.69,20.25,1.03
ISL,1926,female,62.92,19.96,1.15
ISL,1926,male,58.47,19.65,1.09
ISL,1927,female,60.10,20.83,1.06
ISL,1927,male,55.96,22.14,0.93
ISL,1928,female,62.20,19.68,1.15
ISL,1928,male,61.09,19.12,1.16
ISL,1929,female,61.13,19.47,1.14
ISL,1929,male,59.82,19.25,1.13
ISL,1930,female,62.55,19.60,1.16
ISL,1930,male,57.83,20.44,1.04
ISL,1931,female,62.00,19.20,1.17
ISL,1931,male,59.47,19.08,1.14
ISL,1932,female,64.13,19.34,1.20
ISL,1932,male,60.05,19.74,1.11
ISL,1933,female,65.76,18.81,1.25
ISL,1933,male,60.25,20.22,1.09
ISL,1934,female,64.72,18.48,1.25
ISL,1934,male,61.89,18.66,1.20
ISL,1935,female,61.58,20.60,1.10
ISL,1935,male,57.31,20.97,1.01
ISL,1936,female,66.38,18.06,1.30
ISL,1936,male,59.15,19.74,1.10
ISL,1937,female,65.30,16.67,1.37
ISL,1937,male,61.59,17.67,1.25
ISL,1938,female,68.25,15.85,1.46
ISL,1938,male,62.02,17.91,1.24
ISL,1939,female,68.01,16.55,1.41
ISL,1939,male,63.91,16.80,1.34
ISL,1940,female,68.74,15.29,1.50
ISL,1940,male,62.85,17.67,1.27
ISL,1941,female,67.08,16.23,1.42
ISL,1941,male,59.53,19.63,1.11
ISL,1942,female,65.99,17.66,1.32
ISL,1942,male,62.26,18.55,1.21
ISL,1943,female,66.66,17.09,1.36
ISL,1943,male,63.77,17.73,1.28
ISL,1944,female,69.01,16.35,1.44
ISL,1944,male,64.51,16.86,1.34
ISL,1945,female,69.22,15.78,1.48
ISL,1945,male,65.79,16.99,1.35
ISL,1946,female,71.74,15.06,1.56
ISL,1946,male,65.44,17.63,1.31
ISL,1947,female,71.33,14.05,1.62
ISL,1947,male,67.36,15.60,1.46
ISL,1948,female,70.64,15.06,1.55
ISL,1948,male,69.66,15.20,1.52
ISL,1949,female,73.24,12.54,1.77
ISL,1949,male,69.64,14.32,1.58
ISL,1950,female,73.53,13.61,1.69
ISL,1950,male,68.53,14.97,1.52
ISL,1951,female,72.80,13.91,1.65
ISL,1951,male,69.18,14.70,1.55
ISL,1952,female,74.89,12.52,1.79
ISL,1952,male,70.10,13.99,1.61
ISL,1953,female,74.36,12.47,1.79
ISL,1953,male,70.27,14.05,1.61
ISL,1954,female,75.62,12.16,1.83
ISL,1954,male,71.07,13.81,1.64
ISL,1955,female,75.92,12.06,1.84
ISL,1955,male,70.74,13.67,1.64
ISL,1956,female,74.32,12.65,1.77
ISL,1956,male,71.52,13.06,1.70
ISL,1957,female,75.16,11.71,1.86
ISL,1957,male,71.74,13.14,1.70
ISL,1958,female,75.97,11.52,1.89
ISL,1958,male,70.97,13.77,1.64
ISL,1959,female,75.67,11.61,1.87
ISL,1959,male,69.83,13.99,1.61
ISL,1960,female,75.79,11.37,1.90
ISL,1960,male,72.45,12.94,1.72
ISL,1961,female,76.20,11.36,1.90
ISL,1961,male,70.78,13.36,1.67
ISL,1962,female,76.08,11.23,1.91
ISL,1962,male,71.40,13.75,1.65
ISL,1963,female,76.03,11.55,1.88
ISL,1963,male,70.17,13.85,1.62
ISL,1964,female,76.35,11.41,1.90
ISL,1964,male,70.93,13.28,1.68
ISL,1965,female,76.44,11.33,1.91
ISL,1965,male,71.40,13.65,1.65
ISL,1966,female,76.33,11.32,1.91
ISL,1966,male,70.26,13.67,1.64
ISL,1967,female,76.50,11.22,1.92
ISL,1967,male,71.10,12.96,1.70
ISL,1968,female,76.41,10.77,1.96
ISL,1968,male,71.54,13.50,1.67
ISL,1969,female,76.38,10.72,1.96
ISL,1969,male,71.16,13.14,1.69
ISL,1970,female,77.24,10.29,2.02
ISL,1970,male,70.68,13.59,1.65
ISL,1971,female,76.50,11.27,1.92
ISL,1971,male,70.79,13.13,1.68
ISL,1972,female,76.89,11.24,1.92
ISL,1972,male,72.13,12.57,1.75
ISL,1973,female,77.37,11.34,1.92
ISL,1973,male,71.45,13.17,1.69
ISL,1974,female,77.92,11.06,1.95
ISL,1974,male,71.07,13.74,1.64
ISL,1975,female,78.68,11.68,1.91
ISL,1975,male,72.24,13.48,1.68
ISL,1976,female,79.89,10.55,2.02
ISL,1976,male,73.71,12.66,1.76
ISL,1977,female,79.24,11.24,1.95
ISL,1977,male,73.15,13.13,1.72
ISL,1978,female,79.30,12.00,1.89
ISL,1978,male,73.66,13.29,1.71
ISL,1979,female,79.35,11.32,1.95
ISL,1979,male,73.96,12.42,1.78
ISL,1980,female,80.07,10.72,2.01
ISL,1980,male,73.39,12.75,1.75
ISL,1981,female,79.56,10.46,2.03
ISL,1981,male,73.32,12.21,1.79
ISL,1982,female,79.45,10.87,1.99
ISL,1982,male,74.53,11.93,1.83
ISL,1983,female,80.37,10.74,2.01
ISL,1983,male,73.15,12.38,1.78
ISL,1984,female,80.20,10.68,2.02
ISL,1984,male,74.72,12.33,1.80
ISL,1985,female,80.34,10.07,2.08
ISL,1985,male,74.83,11.88,1.84
ISL,1986,female,80.77,10.35,2.05
ISL,1986,male,75.41,11.94,1.84
ISL,1987,female,79.67,11.25,1.96
ISL,1987,male,74.80,11.75,1.85
ISL,1988,female,79.81,10.34,2.04
ISL,1988,male,74.41,11.86,1.84
ISL,1989,female,80.12,10.52,2.03
ISL,1989,male,76.11,11.10,1.93
ISL,1990,female,80.53,10.65,2.02
ISL,1990,male,75.36,12.19,1.82
ISL,1991,female,81.15,10.25,2.07
ISL,1991,male,74.84,11.51,1.87
ISL,1992,female,80.73,10.22,2.07
ISL,1992,male,76.72,11.21,1.92
ISL,1993,female,80.82,9.80,2.11
ISL,1993,male,77.04,11.16,1.93
ISL,1994,female,81.27,10.28,2.07
ISL,1994,male,77.10,10.92,1.95
ISL,1995,female,80.07,10.40,2.04
ISL,1995,male,75.94,11.46,1.89
ISL,1996,female,81.16,9.76,2.12
ISL,1996,male,76.50,10.66,1.97
ISL,1997,female,81.52,9.94,2.10
ISL,1997,male,76.32,11.34,1.91
ISL,1998,female,81.53,9.81,2.12
ISL,1998,male,77.69,10.27,2.02
ISL,1999,female,81.38,9.47,2.15
ISL,1999,male,77.44,10.43,2.00
ISL,2000,female,81.54,9.70,2.13
ISL,2000,male,77.84,11.13,1.94
ISL,2001,female,82.91,9.88,2.13
ISL,2001,male,78.27,10.61,2.00
ISL,2002,female,82.34,9.74,2.13
ISL,2002,male,78.52,10.58,2.00
ISL,2003,female,82.48,9.26,2.19
ISL,2003,male,79.49,9.81,2.09
ISL,2004,female,82.89,9.86,2.13
ISL,2004,male,78.90,10.06,2.06
ISL,2005,female,83.28,9.28,2.19
ISL,2005,male,79.45,9.96,2.08
ISL,2006,female,82.78,9.51,2.16
ISL,2006,male,79.37,10.16,2.06
ISL,2007,female,83.04,9.69,2.15
ISL,2007,male,79.43,9.96,2.08
ISL,2008,female,83.08,9.06,2.22
ISL,2008,male,79.78,10.14,2.06
ISL,2009,female,83.61,8.93,2.24
ISL,2009,male,79.67,9.98,2.08
ISL,2010,female,83.84,9.10,2.22
ISL,2010,male,79.73,9.67,2.11
ISL,2011,female,83.88,8.89,2.24
ISL,2011,male,80.46,9.80,2.11
ISL,2012,female,83.96,8.98,2.24
ISL,2012,male,81.25,9.84,2.11
ISL,2013,female,83.46,9.27,2.20
ISL,2013,male,80.39,9.69,2.12
ISR,1983,female,76.53,11.14,1.93
ISR,1983,male,73.10,12.54,1.76
ISR,1984,female,76.91,11.18,1.93
ISR,1984,male,73.30,12.42,1.78
ISR,1985,female,77.17,11.02,1.95
ISR,1985,male,73.70,12.22,1.80
ISR,1986,female,77.08,11.00,1.95
ISR,1986,male,73.44,12.11,1.80
ISR,1987,female,77.58,10.93,1.96
ISR,1987,male,73.72,12.24,1.80
ISR,1988,female,77.91,11.09,1.95
ISR,1988,male,74.09,12.23,1.80
ISR,1989,female,78.39,11.10,1.95
ISR,1989,male,74.78,12.09,1.82
ISR,1990,female,78.79,11.17,1.95
ISR,1990,male,75.31,12.08,1.83
ISR,1991,female,78.67,10.95,1.97
ISR,1991,male,75.14,11.89,1.84
ISR,1992,female,78.65,10.85,1.98
ISR,1992,male,74.89,11.83,1.85
ISR,1993,female,79.24,10.69,2.00
ISR,1993,male,75.47,11.77,1.86
ISR,1994,female,79.52,10.70,2.01
ISR,1994,male,75.68,11.72,1.87
ISR,1995,female,79.54,10.42,2.03
ISR,1995,male,75.60,11.69,1.87
ISR,1996,female,80.14,10.49,2.03
ISR,1996,male,76.20,11.63,1.88
ISR,1997,female,80.17,10.44,2.04
ISR,1997,male,76.01,11.69,1.87
ISR,1998,female,80.47,10.08,2.08
ISR,1998,male,76.10,11.62,1.88
ISR,1999,female,80.57,10.10,2.08
ISR,1999,male,76.58,11.38,1.91
ISR,2000,female,80.92,10.02,2.09
ISR,2000,male,76.63,11.55,1.89
ISR,2001,female,81.36,10.12,2.08
ISR,2001,male,77.03,11.44,1.91
ISR,2002,female,81.29,9.93,2.10
ISR,2002,male,77.11,11.46,1.91
ISR,2003,female,81.65,9.79,2.12
ISR,2003,male,77.49,11.29,1.93
ISR,2004,female,82.12,9.69,2.14
ISR,2004,male,77.97,11.24,1.94
ISR,2005,female,82.09,9.56,2.15
ISR,2005,male,78.17,11.12,1.95
ISR,2006,female,82.41,9.50,2.16
ISR,2006,male,78.58,11.11,1.96
ISR,2007,female,82.51,9.44,2.17
ISR,2007,male,78.69,10.94,1.97
ISR,2008,female,82.89,9.41,2.18
